,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
347,347,A,218.18,material_7,material_8,9,5,7,2,5,17.308,10.816,17.875,17.582,11.426,18.081,13.597,17.207,20.618,12.246,14.472,17.605,15.117,15.449,653.976,0
348,348,A,205.36,material_7,material_8,9,5,15,5,4,14.69,11.37,18.563,16.887,12.071,19.236,10.635,16.5,18.558,13.91,14.362,14.536,13.899,15.3,789.436,0
350,350,A,98.44,material_7,material_8,9,5,12,0,4,18.017,12.218,16.37,17.445,10.658,19.473,10.026,17.188,20.642,14.403,16.63,17.78,15.023,20.191,669.285,1
351,351,A,96.68,material_7,material_8,9,5,8,12,5,17.543,13.009,18.075,16.493,12.85,20.273,11.817,15.697,16.642,12.052,16.351,15.465,15.074,14.578,874.324,0
352,352,A,48.05,material_7,material_8,9,5,11,2,5,19.956,11.002,16.844,16.415,12.604,18.632,10.866,14.29,21.909,11.29,14.718,14.086,15.424,15.475,634.373,0
356,356,A,88.25,material_7,material_8,9,5,7,4,7,15.588,10.421,16.335,17.738,10.681,20.066,11.761,16.018,19.595,10.428,15.506,15.604,16.716,15.894,694.09,1
357,357,A,279.37,material_7,material_8,9,5,3,1,6,18.084,10.42,18.029,18.877,12.079,21.28,12.566,15.204,21.386,12.619,15.097,17.843,15.326,15.459,955.163,0
358,358,A,101.31,material_7,material_8,9,5,16,5,6,17.995,11.308,17.086,16.467,12.261,19.084,11.904,16.356,22.014,11.847,15.074,19.403,13.195,11.918,682.013,0
360,360,A,76.6,material_7,material_8,9,5,14,2,6,18.887,12.75,15.906,16.733,12.564,18.66,10.725,18.878,17.427,13.953,15.531,13.977,12.412,15.245,615.332,1
363,363,A,168.29,material_7,material_8,9,5,12,2,9,17.627,11.471,17.417,17.473,13.039,17.781,10.842,17.538,21.683,7.291,16.623,16.539,18.076,13.335,650.354,1
365,365,A,120.94,material_7,material_8,9,5,4,5,9,19.973,13.035,15.921,17.61,13.875,20.617,12.237,17.025,18.768,11.749,16.162,18.36,12.102,15.227,827.62,0
366,366,A,173.0,material_7,material_8,9,5,10,6,5,19.272,11.094,16.018,17.873,10.248,16.95,11.481,15.143,18.37,12.841,16.563,15.264,15.271,18.568,436.153,0
367,367,A,71.81,material_7,material_8,9,5,7,6,12,16.83,11.99,16.728,18.363,11.618,16.851,11.279,14.424,18.749,12.83,16.294,13.509,13.368,16.209,532.165,1
368,368,A,155.75,material_7,material_8,9,5,8,1,5,19.239,11.402,18.424,17.149,11.557,19.004,10.893,16.326,20.561,11.523,15.641,15.778,17.16,17.564,756.416,0
370,370,A,149.42,material_7,material_8,9,5,17,2,5,18.479,11.275,17.522,18.46,12.229,18.044,11.882,17.539,19.257,13.474,14.957,16.337,13.439,14.828,680.297,0
371,371,A,114.63,material_7,material_8,9,5,4,5,6,19.338,13.828,17.224,18.113,11.31,20.82,12.984,17.155,20.774,11.465,15.746,18.568,12.465,15.458,882.006,1
372,372,A,165.72,material_7,material_8,9,5,6,5,9,17.878,10.812,16.533,17.937,10.261,19.033,12.533,15.416,17.118,14.125,15.541,14.373,13.306,16.638,626.62,1
378,378,A,90.51,material_7,material_8,9,5,12,3,4,17.5,13.197,16.047,18.36,12.711,18.43,11.612,16.728,18.479,13.942,14.543,15.287,14.147,15.817,659.103,0
382,382,A,167.99,material_7,material_8,9,5,12,4,2,19.398,12.588,17.074,16.761,12.659,18.982,9.711,16.777,16.799,11.547,16.078,15.335,15.553,15.907,710.369,0
385,385,A,86.88,material_7,material_8,9,5,5,12,7,17.79,12.312,16.735,17.804,9.999,18.743,11.269,15.878,23.333,10.864,16.677,17.178,13.243,15.831,628.768,0
389,389,A,175.85,material_7,material_8,9,5,12,5,9,16.58,10.568,17.29,17.978,11.545,19.173,12.533,16.003,18.575,12.13,17.661,17.859,17.52,20.292,712.806,1
391,391,A,77.73,material_7,material_8,9,5,11,5,6,18.033,10.967,16.95,18.765,11.507,17.08,10.146,16.545,18.221,10.75,16.559,19.008,11.04,14.997,555.74,0
393,393,A,143.7,material_7,material_8,9,5,13,3,1,19.13,12.103,16.843,18.854,10.947,19.368,10.252,15.5,20.746,12.121,14.486,14.033,15.054,18.988,731.429,0
394,394,A,115.11,material_7,material_8,9,5,13,6,0,17.451,11.269,16.744,14.857,12.087,19.249,11.91,16.158,19.283,11.358,16.21,13.647,14.214,18.959,626.204,0
395,395,A,82.52,material_7,material_8,9,5,16,2,5,16.631,10.52,16.123,16.616,12.87,19.771,11.692,15.313,19.414,13.427,17.3,16.661,15.141,16.258,685.872,0
398,398,A,218.34,material_7,material_8,9,5,9,4,8,18.653,11.574,19.791,18.312,11.603,19.037,10.827,17.326,18.449,10.019,16.627,16.427,17.107,17.786,875.394,1
399,399,A,180.35,material_7,material_8,9,5,11,3,4,19.739,10.169,14.751,17.273,10.371,18.53,13.353,16.672,18.789,9.711,15.908,15.957,16.321,14.284,455.972,0
400,400,A,107.96,material_7,material_8,9,5,13,4,3,17.743,10.867,17.218,16.723,13.102,20.332,12.232,16.908,20.388,10.578,14.362,15.476,16.273,15.814,808.328,0
403,403,A,120.15,material_7,material_8,9,5,18,5,5,17.546,10.349,16.054,19.104,12.149,17.425,11.997,16.384,20.53,12.767,15.426,14.003,14.951,16.823,545.181,0
409,409,A,138.32,material_7,material_8,9,5,6,4,7,16.968,10.647,17.697,16.123,10.512,20.597,10.659,17.204,18.242,12.708,15.0,15.668,14.282,17.736,771.365,0
411,411,A,114.35,material_7,material_8,9,5,7,3,11,18.606,12.792,19.017,15.456,11.341,16.717,10.124,16.619,20.385,12.961,15.018,16.096,15.316,19.086,586.816,0
412,412,A,129.15,material_7,material_8,9,5,15,3,1,18.102,10.184,16.325,17.041,11.443,19.188,12.055,16.232,19.105,11.054,14.623,13.722,14.208,19.089,622.435,0
414,414,A,102.92,material_7,material_8,9,5,9,5,5,17.102,12.046,17.473,18.24,11.336,19.354,10.873,16.492,19.497,11.687,15.098,15.463,15.44,16.575,760.438,0
415,415,A,111.84,material_7,material_8,9,5,8,6,5,17.05,11.704,16.919,18.65,9.391,20.486,11.202,16.232,21.06,12.712,16.84,14.773,15.341,17.262,772.46,0
416,416,A,130.84,material_7,material_8,9,5,12,2,5,16.679,11.747,16.719,18.082,12.309,19.164,11.745,15.261,19.888,10.734,15.468,15.867,15.346,15.171,716.812,0
417,417,A,216.92,material_7,material_8,9,5,12,4,0,18.277,13.125,17.034,16.971,12.339,19.391,11.026,14.132,18.835,11.964,14.922,17.154,15.448,16.244,744.989,0
420,420,A,196.8,material_7,material_8,9,5,10,2,5,18.453,11.859,16.796,17.809,11.922,18.446,10.548,17.622,19.764,12.073,15.746,17.116,9.496,14.694,650.322,0
425,425,A,164.66,material_7,material_8,9,5,5,5,8,15.734,10.869,17.713,18.438,13.029,19.634,12.102,15.999,17.309,12.232,15.615,14.628,14.424,13.43,827.864,0
427,427,A,118.47,material_7,material_8,9,5,8,7,2,16.697,8.675,18.106,18.701,11.315,21.384,12.264,16.054,20.473,11.168,15.869,15.944,13.962,15.305,917.863,0
428,428,A,132.81,material_7,material_8,9,5,19,5,6,18.388,11.553,16.283,16.289,11.776,16.931,9.599,18.655,21.285,12.514,14.409,13.775,15.244,17.069,454.46,0
431,431,A,127.07,material_7,material_8,9,5,14,5,3,18.031,12.444,17.009,15.436,11.81,19.129,11.711,16.911,18.412,14.737,14.366,16.399,11.123,16.35,658.72,0
432,432,A,121.26,material_7,material_8,9,5,4,8,12,17.404,12.623,18.7,18.829,13.248,17.298,10.941,16.993,18.592,11.904,16.229,16.207,14.878,18.328,748.005,0
434,434,A,116.8,material_7,material_8,9,5,6,5,10,18.946,11.736,16.769,18.223,9.872,18.986,11.023,15.423,17.634,11.645,13.897,17.571,14.949,16.295,648.505,0
435,435,A,87.06,material_7,material_8,9,5,13,4,3,17.352,10.324,18.445,18.018,11.079,20.025,12.499,16.46,17.473,12.527,15.854,14.849,14.244,13.773,833.653,0
436,436,A,162.68,material_7,material_8,9,5,18,1,1,19.471,12.887,17.475,18.685,10.505,20.17,12.196,16.525,20.047,13.193,14.465,17.071,11.361,14.859,827.066,1
441,441,A,103.18,material_7,material_8,9,5,15,4,6,17.701,12.785,17.072,16.805,9.761,19.958,10.184,15.071,17.691,12.257,15.349,14.226,12.586,17.913,716.844,1
443,443,A,157.92,material_7,material_8,9,5,10,6,10,16.51,12.608,16.812,16.777,12.478,18.636,13.005,15.117,22.059,11.561,14.723,18.938,14.463,14.765,663.576,0
444,444,A,129.07,material_7,material_8,9,5,8,7,3,19.631,12.6,16.707,18.305,12.823,18.326,12.787,16.698,19.361,11.726,15.397,17.679,13.592,16.158,682.458,0
446,446,A,112.95,material_7,material_8,9,5,12,5,3,18.053,11.187,18.027,19.978,10.774,18.012,10.741,16.611,17.09,9.015,17.237,16.592,17.074,15.884,709.876,0
450,450,A,76.63,material_7,material_8,9,5,11,0,2,18.681,12.723,17.553,16.123,11.476,21.262,11.201,18.975,18.307,13.122,14.297,14.98,13.167,14.891,870.866,0
451,451,A,81.2,material_7,material_8,9,5,9,4,5,18.405,11.228,18.447,16.041,13.003,19.284,11.187,16.328,21.039,14.345,14.859,14.553,14.086,19.019,785.889,0
453,453,A,108.69,material_7,material_8,9,5,13,7,6,16.001,12.76,16.489,15.801,11.111,18.527,11.189,16.164,22.152,10.979,14.131,15.064,15.159,15.969,577.555,0
455,455,A,83.15,material_7,material_8,9,5,14,1,7,18.701,9.558,16.687,18.172,12.277,19.453,12.681,15.452,18.213,10.851,15.93,17.843,14.555,15.222,706.529,0
459,459,A,86.12,material_7,material_8,9,5,14,3,2,18.206,9.998,16.332,17.795,12.674,17.334,12.069,15.339,20.532,13.052,14.311,17.887,14.237,15.041,527.979,0
462,462,A,238.88,material_7,material_8,9,5,11,3,11,16.43,12.71,18.138,16.6,12.199,18.461,11.815,15.058,18.613,10.41,15.509,13.163,13.845,13.851,719.115,1
463,463,A,118.81,material_7,material_8,9,5,11,4,4,17.89,12.608,17.067,19.893,12.013,17.744,13.211,15.355,19.177,12.23,15.461,18.25,15.388,17.174,681.514,0
464,464,A,100.41,material_7,material_8,9,5,8,7,4,16.506,10.085,16.132,19.952,11.687,19.609,11.219,16.239,22.018,11.738,16.707,17.491,19.1,19.22,725.651,1
466,466,A,157.96,material_7,material_8,9,5,13,8,4,17.042,13.032,16.309,17.821,12.649,19.439,11.125,15.797,20.074,13.147,16.294,17.012,13.379,14.209,734.592,0
467,467,A,162.92,material_7,material_8,9,5,10,4,1,16.75,10.649,16.59,16.006,12.543,19.301,9.184,16.367,21.206,11.375,16.234,15.404,16.711,17.561,653.343,0
468,468,A,132.06,material_7,material_8,9,5,7,3,4,17.248,12.779,16.459,16.114,10.962,17.14,12.41,15.503,16.819,11.34,17.173,17.096,13.345,18.465,474.258,0
472,472,A,153.71,material_7,material_8,9,5,18,1,2,17.818,12.558,17.153,17.614,10.936,18.591,10.387,14.66,18.809,13.376,16.18,15.183,14.058,12.917,663.658,1
473,473,A,140.51,material_7,material_8,9,5,12,3,6,19.317,12.693,17.903,16.223,11.152,18.434,12.774,14.658,21.194,10.34,15.597,14.559,15.121,19.545,667.602,0
474,474,A,124.88,material_7,material_8,9,5,7,2,3,17.364,9.536,17.013,18.747,11.409,19.504,9.578,16.301,16.583,13.032,14.185,15.72,13.53,18.494,722.497,0
476,476,A,111.58,material_7,material_8,9,5,7,0,2,16.3,10.09,16.81,17.645,13.264,18.552,12.433,16.566,20.245,11.279,16.544,15.313,15.948,18.37,663.293,0
480,480,A,107.12,material_7,material_8,9,5,11,2,2,16.547,10.57,16.553,16.882,12.42,16.997,12.351,16.358,17.218,12.61,14.312,15.241,15.408,15.36,494.057,0
482,482,A,105.65,material_7,material_8,9,5,5,7,13,18.003,11.706,17.201,18.684,13.019,19.063,12.047,15.081,20.29,13.471,16.102,14.273,15.223,15.473,770.636,0
489,489,A,132.63,material_7,material_8,9,5,14,2,10,18.74,12.445,15.702,18.128,11.547,18.199,11.145,15.738,22.879,11.323,16.963,19.722,16.594,14.481,574.094,1
491,491,A,160.05,material_7,material_8,9,5,11,7,7,19.285,11.087,17.909,17.178,10.22,16.094,10.917,15.139,19.624,11.499,15.778,15.353,16.637,17.68,464.475,0
492,492,A,93.87,material_7,material_8,9,5,7,2,3,17.568,11.999,17.337,16.714,12.143,18.678,11.071,16.101,17.722,12.122,14.856,16.848,15.133,18.893,678.862,0
493,493,A,171.64,material_7,material_8,9,5,14,0,6,19.723,11.866,16.282,18.601,11.687,17.635,10.188,15.332,20.908,13.304,16.622,19.065,14.716,18.077,573.959,0
495,495,A,63.45,material_7,material_8,9,5,7,2,5,18.648,11.5,17.93,16.665,12.002,18.061,11.545,16.013,17.638,13.394,15.594,16.039,13.129,14.695,654.225,0
498,498,A,136.6,material_7,material_8,9,5,15,3,4,16.641,12.033,17.573,17.675,9.866,20.116,11.868,14.874,19.344,12.627,16.834,14.114,14.426,17.656,773.959,0
500,500,A,97.48,material_7,material_8,9,5,16,5,8,17.964,11.531,16.771,17.432,11.498,18.731,11.864,16.479,22.226,12.952,16.304,16.005,18.185,16.611,645.843,0
501,501,A,109.95,material_7,material_8,9,5,8,1,8,20.035,12.171,18.571,18.197,12.799,17.353,11.758,16.326,19.646,10.796,14.754,15.41,16.138,19.853,709.709,1
502,502,A,135.21,material_7,material_8,9,5,15,7,9,17.176,12.273,16.738,15.559,11.922,19.354,11.313,16.76,18.79,9.207,14.929,17.814,18.536,18.065,663.487,1
504,504,A,116.34,material_7,material_8,9,5,13,3,2,18.013,12.341,16.978,17.695,12.806,19.449,12.273,16.115,17.228,13.023,15.54,15.766,14.273,18.163,765.625,0
509,509,A,134.24,material_7,material_8,9,5,10,4,9,17.541,13.514,16.986,18.612,12.376,18.4,11.265,16.211,20.556,12.521,16.451,17.285,15.707,15.626,716.283,0
512,512,A,94.86,material_7,material_8,9,5,4,7,10,14.759,12.488,17.403,17.698,12.304,19.225,9.76,14.598,22.397,13.28,14.607,16.562,18.61,19.997,763.61,0
514,514,A,134.95,material_7,material_8,9,5,7,1,7,17.455,13.442,18.189,17.372,12.783,20.721,12.305,16.308,16.566,11.637,15.914,14.939,15.805,15.739,943.044,0
515,515,A,146.89,material_7,material_8,9,5,10,2,8,18.34,11.365,18.506,18.217,13.064,19.509,12.306,16.378,19.037,14.392,17.33,17.794,14.754,17.946,867.905,1
516,516,A,146.44,material_7,material_8,9,5,7,2,7,18.477,11.894,16.256,16.21,11.825,19.396,10.916,17.234,16.066,12.783,16.103,15.456,15.06,14.736,646.933,0
519,519,A,130.75,material_7,material_8,9,5,18,7,2,17.195,13.186,18.496,18.239,12.501,19.91,12.038,16.865,19.728,9.807,16.592,16.354,17.232,16.977,912.039,0
523,523,A,155.12,material_7,material_8,9,5,4,2,4,16.676,10.579,15.664,18.109,10.655,18.412,12.705,16.853,20.181,14.808,15.347,15.417,11.775,14.322,537.47,1
529,529,A,174.08,material_7,material_8,9,5,13,5,9,17.034,11.241,18.623,17.193,12.758,18.117,11.55,14.552,18.029,10.13,15.552,15.218,15.984,15.845,730.182,0
530,530,A,141.36,material_7,material_8,9,5,8,0,6,18.535,11.565,17.016,16.001,10.617,18.137,12.299,15.892,19.804,14.505,15.076,15.399,13.548,17.53,553.833,0
531,531,A,195.03,material_7,material_8,9,5,1,4,5,17.378,12.36,18.371,15.146,11.651,18.824,8.962,16.327,22.469,12.079,17.934,16.161,12.096,16.081,703.683,0
532,532,A,99.55,material_7,material_8,9,5,26,2,0,18.431,13.646,18.834,16.911,11.683,17.419,10.978,17.617,19.948,11.326,17.615,17.697,13.805,16.078,690.687,0
533,533,A,135.06,material_7,material_8,9,5,9,1,1,17.555,12.008,15.63,17.061,12.537,19.982,11.504,15.569,19.213,13.66,14.52,14.607,13.667,16.152,698.035,0
534,534,A,113.71,material_7,material_8,9,5,8,2,2,17.547,12.09,17.773,18.615,13.151,18.349,11.201,16.019,20.071,11.101,16.073,16.317,15.193,15.895,757.504,0
536,536,A,72.35,material_7,material_8,9,5,14,1,0,17.158,10.655,16.939,16.976,12.524,20.079,10.859,16.395,21.939,10.234,16.274,17.773,14.002,14.914,761.159,0
539,539,A,110.55,material_7,material_8,9,5,12,9,9,17.249,11.98,17.624,17.762,11.17,19.577,12.178,15.356,18.439,14.882,14.614,17.655,13.631,17.086,769.619,0
544,544,A,112.47,material_7,material_8,9,5,7,8,9,18.03,12.135,15.631,18.264,11.399,19.3,12.664,16.127,18.004,13.36,16.801,14.78,12.622,15.688,649.76,1
545,545,A,61.13,material_7,material_8,9,5,13,5,5,17.873,14.362,16.201,19.115,10.666,18.994,12.423,16.352,20.686,11.374,15.165,15.587,16.717,18.643,697.854,0
548,548,A,96.18,material_7,material_8,9,5,14,3,5,16.801,12.558,18.503,15.509,10.201,20.083,11.633,16.457,20.781,12.382,17.082,18.142,13.82,16.877,785.897,0
550,550,A,180.04,material_7,material_8,9,5,11,5,6,17.102,10.562,16.64,14.618,12.62,18.124,10.913,16.223,21.304,12.504,13.958,18.437,11.488,17.973,529.357,1
551,551,A,57.86,material_7,material_8,9,5,13,3,3,17.605,13.144,17.518,18.558,10.298,18.781,12.023,14.884,21.765,13.345,15.258,17.213,15.294,18.252,718.059,0
552,552,A,110.24,material_7,material_8,9,5,9,11,4,18.288,10.904,15.017,17.232,9.995,19.072,9.29,14.323,19.095,11.57,15.82,15.272,14.778,18.036,513.985,0
553,553,A,100.05,material_7,material_8,9,5,12,1,2,16.234,12.658,15.311,18.351,14.278,18.842,13.569,15.604,23.66,10.515,16.043,17.492,13.426,15.802,677.906,0
555,555,A,90.75,material_7,material_8,9,5,9,7,4,17.548,10.757,16.605,17.376,12.482,19.257,12.526,16.371,19.81,11.32,16.126,16.191,15.147,15.952,687.999,0
556,556,A,111.35,material_7,material_8,9,5,6,6,4,15.193,10.959,16.556,17.672,10.994,18.032,11.831,17.574,21.036,10.396,14.758,16.258,14.644,14.894,563.395,0
557,557,A,123.08,material_7,material_8,9,5,9,2,4,18.978,12.901,17.151,19.219,10.314,19.58,11.83,18.736,20.106,10.044,15.385,17.191,15.478,15.106,772.666,0
558,558,A,57.29,material_7,material_8,9,5,9,6,6,17.486,11.017,17.578,17.234,10.855,20.188,10.188,16.271,20.106,14.014,14.209,14.083,13.301,15.581,777.35,0
559,559,A,124.67,material_7,material_8,9,5,11,6,5,17.948,13.977,17.399,16.81,10.741,20.312,12.239,15.976,18.641,12.48,15.536,17.434,16.106,17.885,805.994,1
561,561,A,124.83,material_7,material_8,9,5,6,0,5,17.748,11.748,16.132,17.564,12.277,19.852,11.156,17.851,19.944,14.223,17.623,17.558,16.423,18.359,720.119,1
562,562,A,169.36,material_7,material_8,9,5,8,6,5,17.172,10.684,17.233,17.838,11.989,19.362,10.132,15.457,20.123,12.804,14.684,16.901,15.966,16.719,733.379,1
563,563,A,192.94,material_7,material_8,9,5,16,2,8,16.319,13.229,16.88,18.497,12.178,18.163,11.183,15.088,19.745,13.954,14.288,17.727,12.345,16.734,679.332,0
565,565,A,135.65,material_7,material_8,9,5,12,9,6,18.539,11.539,15.556,16.761,11.781,19.44,10.975,16.819,18.007,13.6,13.815,13.774,13.612,17.989,617.072,0
567,567,A,106.66,material_7,material_8,9,5,13,3,6,16.708,11.83,16.937,18.411,10.825,18.632,12.412,16.766,17.949,9.154,17.284,16.609,17.242,15.914,662.56,0
568,568,A,238.19,material_7,material_8,9,5,15,6,3,18.216,10.427,18.759,18.613,11.624,17.69,9.662,14.784,22.437,12.219,15.01,15.994,12.487,16.38,703.445,1
571,571,A,161.37,material_7,material_8,9,5,10,1,2,19.544,11.52,15.531,18.033,9.834,18.239,10.151,16.592,20.121,12.315,13.273,14.798,16.194,17.703,507.142,0
572,572,A,188.79,material_7,material_8,9,5,10,1,7,17.976,14.419,15.774,18.166,10.42,19.371,11.348,14.854,21.555,8.474,15.445,17.449,17.165,14.571,671.45,0
575,575,A,126.94,material_7,material_8,9,5,9,3,1,18.062,12.326,17.23,15.77,13.416,16.695,9.822,16.174,18.374,13.944,15.49,12.638,11.987,15.879,530.76,0
576,576,A,142.12,material_7,material_8,9,5,17,1,8,19.125,12.78,16.019,16.623,11.648,19.442,10.977,15.521,19.278,13.047,15.726,17.0,11.944,13.902,656.063,0
577,577,A,84.87,material_7,material_8,9,5,9,8,8,16.13,12.374,15.755,16.485,13.108,19.062,11.128,14.511,18.155,11.162,16.422,15.256,14.743,15.196,638.064,0
578,578,A,80.85,material_7,material_8,9,5,12,2,6,17.099,12.948,16.549,17.232,11.775,17.857,10.132,18.368,20.495,10.263,16.932,16.071,15.093,14.986,587.597,0
581,581,A,111.49,material_7,material_8,9,5,14,11,7,17.955,10.939,17.695,18.347,11.736,19.873,9.518,16.374,21.817,13.521,16.157,13.772,15.658,16.851,810.88,0
584,584,A,85.26,material_7,material_8,9,5,8,0,1,18.396,10.802,15.931,16.099,11.52,19.11,10.04,16.743,16.906,14.589,14.379,15.604,14.666,17.141,577.948,0
585,585,A,93.04,material_7,material_8,9,5,16,5,8,18.121,11.081,16.762,16.717,13.23,19.503,13.479,16.155,17.561,10.752,13.892,15.06,15.141,14.418,722.867,0
591,591,A,142.06,material_7,material_8,9,5,4,12,9,17.748,12.698,16.726,20.262,11.057,17.797,13.32,14.845,23.347,14.335,16.627,14.228,16.574,17.531,653.106,0
597,597,A,129.02,material_7,material_8,9,5,3,6,1,18.878,10.185,17.484,17.979,11.924,20.073,13.753,15.907,20.791,13.101,15.949,13.849,15.438,17.113,797.127,1
598,598,A,52.95,material_7,material_8,9,5,9,3,4,18.262,11.882,18.153,17.249,11.765,19.134,11.128,15.13,20.471,12.521,14.914,16.377,17.552,17.308,767.054,0
599,599,A,143.02,material_7,material_8,9,5,12,3,4,17.914,9.859,17.402,18.941,10.736,19.342,11.056,14.482,20.678,13.712,15.281,17.054,15.276,17.283,726.247,0
601,601,A,150.84,material_7,material_8,9,5,15,3,6,18.028,10.862,16.461,18.723,11.228,19.175,11.311,14.053,21.185,12.182,14.247,17.731,16.579,16.972,679.636,1
602,602,A,130.1,material_7,material_8,9,5,10,4,6,17.53,10.3,17.392,16.933,11.17,19.792,9.649,16.808,19.532,13.401,15.945,15.467,16.304,15.804,724.173,0
603,603,A,127.18,material_7,material_8,9,5,9,4,5,18.337,12.203,17.725,17.669,11.677,17.599,10.139,16.708,18.092,12.697,15.435,15.453,14.105,17.783,636.434,1
610,610,A,114.27,material_7,material_8,9,5,14,6,5,16.762,12.048,18.345,17.154,11.932,19.658,12.781,14.546,19.569,9.138,15.639,15.349,15.495,19.918,822.362,0
612,612,A,156.47,material_7,material_8,9,5,8,5,0,17.803,11.015,16.233,17.015,13.291,20.683,9.585,16.392,17.901,11.232,16.083,17.482,14.93,15.394,791.182,0
614,614,A,127.51,material_7,material_8,9,5,9,4,5,16.885,10.458,17.618,19.405,11.325,19.14,10.094,13.096,17.458,13.306,14.826,15.11,14.372,17.819,760.589,0
619,619,A,139.04,material_7,material_8,9,5,11,8,7,18.483,11.145,15.679,19.959,11.143,19.539,11.351,14.956,19.517,12.934,18.482,14.675,14.445,16.17,695.483,1
621,621,A,114.98,material_7,material_8,9,5,13,1,7,18.759,10.996,18.343,18.666,11.995,20.78,11.718,15.143,19.467,13.421,15.794,15.806,14.465,16.847,935.196,1
628,628,A,118.88,material_7,material_8,9,5,16,1,3,18.322,12.324,19.325,18.648,11.149,17.994,11.534,16.953,19.365,10.101,16.735,18.041,14.792,14.563,777.197,0
632,632,A,136.25,material_7,material_8,9,5,10,1,4,17.791,11.395,15.319,18.184,11.027,18.972,10.692,16.124,18.687,12.628,15.733,15.685,14.723,17.446,583.082,0
638,638,A,74.11,material_7,material_8,9,5,5,5,5,18.884,12.642,15.392,16.172,12.882,19.681,11.65,17.27,21.785,11.202,16.515,17.832,14.611,16.444,653.619,0
643,643,A,90.65,material_7,material_8,9,5,14,7,5,19.281,12.511,18.371,18.193,11.475,20.244,11.694,15.784,19.028,11.107,14.839,16.286,15.737,15.874,893.383,0
645,645,A,135.85,material_7,material_8,9,5,9,6,3,19.663,11.907,18.419,16.619,12.526,18.332,11.654,15.205,17.6,11.507,13.871,15.361,14.297,14.365,723.117,0
647,647,A,93.35,material_7,material_8,9,5,7,1,7,16.882,12.623,19.382,17.071,10.021,19.536,10.058,14.775,17.774,14.005,14.419,16.082,14.467,16.898,834.025,1
